1	1	2.547725	2.24241	3.559169	5.028404	12.66769	7.981118	
2	1	3.189859	1.535361	4.347655	2.357333	18.90211	6.675219	
3	1	3.037594	1.62826	4.497574	2.65123	20.22817	7.323218	
4	1	2.581201	1.596353	3.575095	2.548342	12.7813	5.707112	
5	1	2.486406	2.165275	3.327838	4.688416	11.0745	7.205685	
6	1	2.726807	0.063913	4.523678	0.004085	20.46366	0.289123	
7	1	1.903152	-1.3548	4.584018	1.835471	21.01322	-6.21041	
8	1	3.075283	1.845932	4.407743	3.407465	19.4282	8.136394	
9	1	2.679239	0.854415	3.660377	0.730026	13.39836	3.127482	
10	1	2.62053	0.07325	4.4038	0.005366	19.39346	0.32258	
11	1	1.333157	1.233143	2.248762	1.520642	5.056932	2.773046	
12	1	3.614102	1.394511	4.009077	1.94466	16.0727	5.5907	
13	1	2.419034	2.076312	4.292239	4.31107	18.42331	8.912025	
14	1	2.223217	2.028674	3.192532	4.11552	10.19226	6.476608	
15	1	2.536392	-1.06711	4.180216	1.138731	17.47421	-4.46077	
16	1	2.269752	0.891998	4.156364	0.795661	17.27536	3.707469	
17	1	2.90772	2.065723	4.081614	4.267211	16.65957	8.431483	
18	1	2.838728	1.066778	4.284607	1.138014	18.35785	4.570722	
19	1	3.071118	0.981329	4.232888	0.963007	17.91734	4.153857	
20	1	2.937679	1.439835	4.050462	2.073125	16.40625	5.831998	
21	1	2.839195	0.978702	4.475551	0.957858	20.03056	4.380231	
22	1	2.677591	0.898127	3.427157	0.806632	11.74541	3.078022	
23	1	3.179345	1.039216	4.540461	1.07997	20.61579	4.71852	
24	1	1.915009	-0.82326	3.582435	0.67775	12.83384	-2.94926	
25	1	1.854421	-1.16475	4.546099	1.356647	20.66702	-5.29508	
26	1	3.496386	1.18326	4.561981	1.400104	20.81167	5.398008	
27	1	3.259634	1.909839	4.385458	3.647484	19.23224	8.375518	
28	1	2.810547	1.48727	3.90974	2.211973	15.28607	5.814841	
29	1	2.309064	0.459322	3.09431	0.210976	9.574753	1.421284	
30	1	1.880076	-0.09761	3.656537	0.009528	13.37026	-0.35692	
31	1	1.263844	1.816289	1.671849	3.298907	2.79508	3.036562	
32	1	0.506818	-0.73605	0.924259	0.541776	0.854255	-0.68031	
33	1	2.81989	0.67039	3.726777	0.449423	13.88887	2.498395	
34	1	2.311049	2.100347	4.225212	4.411455	17.85242	8.874409	
35	1	1.955011	1.399951	4.351	1.959862	18.9312	6.091186	
36	1	3.459246	1.615221	4.354296	2.608939	18.95989	7.03315	
37	1	3.47516	1.936869	4.59415	3.751463	21.10621	8.898268	
38	1	2.679033	2.128827	3.755135	4.531903	14.10104	7.994032	
39	1	2.506179	0.91749	4.090019	0.841788	16.72825	3.752551	
40	1	2.540263	1.885553	2.895083	3.555311	8.381505	5.458833	
41	1	2.555676	1.966972	3.282827	3.868981	10.77695	6.45723	
42	1	2.762602	2.084429	3.921736	4.344845	15.38001	8.17458	
43	1	3.203681	1.588419	4.479403	2.523073	20.06505	7.115167	
44	1	3.023882	1.905386	3.416119	3.630495	11.66987	6.509024	
45	1	3.054378	1.433893	4.562618	2.05605	20.81748	6.542307	
46	1	2.525168	1.515347	3.602886	2.296276	12.98079	5.459622	
47	1	3.47547	1.97727	4.492136	3.909598	20.17928	8.882167	
48	1	2.745667	2.257692	3.369191	5.097175	11.35145	7.606596	
49	1	2.596299	1.583299	3.912383	2.506837	15.30674	6.194473	
50	1	2.325129	2.231304	3.713475	4.978717	13.78989	8.28589	
51	1	2.992076	1.062985	4.143944	1.129937	17.17227	4.404951	
52	1	3.293538	2.09001	4.110743	4.368144	16.89821	8.591495	
53	1	3.578646	2.158253	4.544985	4.658055	20.65689	9.809226	
54	1	2.546942	1.231685	3.67153	1.517049	13.48013	4.522169	
55	1	2.913003	0.651283	4.364728	0.42417	19.05085	2.842673	
56	1	2.988355	1.820833	4.164756	3.315432	17.3452	7.583325	
57	1	1.184484	1.972413	0.070458	3.890413	0.004964	0.138973	
58	1	3.061426	2.233128	4.467332	4.98686	19.95706	9.976124	
59	1	3.300419	2.058473	4.099995	4.237312	16.80996	8.43973	
60	1	2.646529	1.72651	3.789132	2.980835	14.35752	6.541973	
